department,Environment,subscription_name,resource_identifier,resource_type,resource_location,consecutive_days,description,potential monthly savings
turkiz,dev,turkiz-key-bladeforce-dev-001,gitlab-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,9.192959785
turkiz,dev,turkiz-starfish-semca-dev-001,project-apache-ip,microsoft.network/publicipaddresses,westeurope,5,not associated with a nic,8.842194653
turkiz,dev,turkiz-starfish-cloudlets-dev-001,rhel-92-x86-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,6.894719839
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sql2-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,6.894719839
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,ex02-publicip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,6.56640017
turkiz,prd,turkiz-starfish-clickmamram-prd-004,dc01-nic,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,6.56640017
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,adfs01-publicip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,6.56640017
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1sql1-ip,microsoft.network/publicipaddresses,westeurope,8,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1wks-ip,microsoft.network/publicipaddresses,westeurope,8,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,noam3-sql-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-evenmit-dev-001,ext-fw,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm123mid1dc1-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1sql2-ip,microsoft.network/publicipaddresses,westeurope,8,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-mampm-prd-002,wsuswsussrv2ip986,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sql3-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-aufalze-prd-01,bgndevelopment-vnet-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1web-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-aufalze-prd-01,vnet-terminal-prod-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-semca-dev-001,inter-ca1-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-evenmit-dev-001,app-gw-pip,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,zerman-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-paasmamram-dev-001,asagroup-vnet-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-paasmamram-dev-001,asagroupvnet688-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,tavernadevnetwork-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,eladspcacheip392,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-tpaas-tst-001,aio-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
black,prd,black-coal-tam-prd-001,subnet-ben-publicipaddress,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,pip-prodnet-westeurope-10subnet,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sql-server1-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-aufalze-prd-01,bgnproduction-vnet-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-mcs-prd-001,danielle-milhama-vnet-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1ip880,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-tikshuv-prd-001,campus-preprod-bastion-public-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,cloudadmin-sharedresources,vnet-mcs-wvd-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-paasmamram-dev-001,mongo1-ip,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,dc1-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skype1ip626,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-aufalze-prd-01,vpn_gw_ip2_prod,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-paasmamram-dev-001,ad-for-oracle-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,zm-rmsapp2-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,pip-seeing2virtualnetwork-westeurope-newsubnet,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,tavernadevnetworkip994,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,fe-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-semca-dev-001,rhel7-vuls-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,tavernadevnetworkip593,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,mamramclouddefendervnet357-ip,microsoft.network/publicipaddresses,westus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skypebe2-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,be-ip,microsoft.network/publicipaddresses,westeurope,8,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-click-mamram-prd-001,euprdocrimagestorevmvnetip529,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,exch1-ip,microsoft.network/publicipaddresses,eastus,11,not associated with a nic,4.596479893
turkiz,dev,turkiz-key-bladeforce-dev-001,confluence-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
black,prd,black-coal-tam-prd-001,subnet-ben-publicipaddress2,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skype2ip996,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-aufalze-prd-01,bgndevelopment-vnet-bastion-pip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,crocodi1e-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vr1234mid2dc1-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,tfsharepointvnetip956,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1dc1-ip,microsoft.network/publicipaddresses,westeurope,8,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sptest-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sql3-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vr1234mid1web-ip,microsoft.network/publicipaddresses,westeurope,8,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skype2-3-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vr123mid2dc1-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skype1-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,prodnet-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sharepoint-sql-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-tikshuv-prd-001,campus-qa-bastion-public-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1srv-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1dc2-ip,microsoft.network/publicipaddresses,westeurope,8,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-metadata-dev-001,apim-deleteme,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm123mid1dc2ip638,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skype12ip274,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1web-ip,microsoft.network/publicipaddresses,westeurope,8,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mashands-tst-001,gpu-virtual-machine-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-key-bladeforce-dev-001,gitlab-runner1-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1sql1ip609,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1dc1-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mcs-tst-003,revokesessionnewvm-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skypebe1-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-paasmamram-dev-001,myakspublicip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-paasmamram-dev-001,mongo1ip429,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,metzah-linux-westeurope-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1web-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,miluim-app-prod-vm1-investigation-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mashands-tst-001,gpu-virtual-machine-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-evenmit-dev-001,lighthouse-test-apim-pip,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vr1234mid1sql1-ip,microsoft.network/publicipaddresses,westeurope,8,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sql2ip672,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skype1-2-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skype1-3-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sitea-mbx-12r2-xch-1-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,eyalvmwin-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skype2-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1dc1ip333,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-csec-prd-123,dsozappgwip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sccmsqlip363,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,pip-sql1-vnet-westeurope-default,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
black,prd,black-coal-tam-prd-001,cyberlogcollection-vnet-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,zm-rmsapp1-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-aufalze-prd-01,vpn_gw_ip1_prod,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,zm-rmsapptestnoam-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,eyalvmwinip731,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vr1234mid1sql1ip297,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,amitgenkintest-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,kuntzlinux-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,pip-prodnet-westeurope-10subnet2,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skype2-2-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
black,prd,black-coal-tam-prd-001,gns3-tavor-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vr1234mid1sql2-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,skype12ip916,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-key-bladeforce-dev-001,dbot-vnet-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,fwpublicip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1srv-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sql2-ip2,microsoft.network/publicipaddresses,westeurope,8,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,pip-seeingvirtualnetwork-westeurope-newsubnet,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,nakashvnip420,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-paasmamram-dev-001,mysqldata-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,tf-sharepoint-vnet-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-csec-prd-123,pip-dsoz,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-click-mamram-prd-001,eu-prd-ocr-imagestore-vm-vnet-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-soc60-prd-001,redhat-test-ip,microsoft.network/publicipaddresses,westeurope,5,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,testing2-iis-ip,microsoft.network/publicipaddresses,eastus,6,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sharepoint-front-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vr1234mid1sql2ip434,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1dc2-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,prd,turkiz-starfish-csec-prd-123,pip-grafana-smtp-vnet-westeurope-default,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-evenmit-dev-001,hub-ip,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,4.596479893
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm1234mid1srv-ip,microsoft.network/publicipaddresses,westeurope,8,not associated with a nic,4.596479893
turkiz,dev,turkiz-starfish-metadata-dev-001,ocp-blackedition-hcq4w-ad51772161e1f4793b6058bf00378790,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,4.596275592
turkiz,dev,turkiz-starfish-metadata-dev-001,ocp-blackedition-hcq4w-abed6893e30c5469e8b823de49fa48e2,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,4.596266985
turkiz,dev,turkiz-starfish-cloudlets-dev-001,coldvnet754ip940,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.588819289
turkiz,dev,turkiz-starfish-cloudlets-dev-001,vpn-publicip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.588819289
turkiz,dev,turkiz-starfish-cloudlets-dev-001,coldvnet754ip165,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.588819289
turkiz,dev,turkiz-starfish-cloudlets-dev-001,coldvnet754ip711,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.588819289
turkiz,dev,turkiz-starfish-cloudlets-dev-001,coldvnet754-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,4.588819289
gray,prd,gray-rhino-hub-prd-001,we-prd-hub-fw-pip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.588819289
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sccmdb1-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,4.551115131
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,dc2xch-ip,microsoft.network/publicipaddresses,eastus,8,not associated with a nic,4.521298981
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,mb2xch-ip,microsoft.network/publicipaddresses,eastus,1,not associated with a nic,4.520604992
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,mb2xchip388,microsoft.network/publicipaddresses,eastus,1,not associated with a nic,4.467811108
turkiz,tst,turkiz-starfish-mcs-tst-003,roee-test-vm-ip,microsoft.network/publicipaddresses,westeurope,4,not associated with a nic,4.456874895
turkiz,dev,turkiz-key-bladeforce-dev-001,sadabdc-ip,microsoft.network/publicipaddresses,germanywestcentral,13,not associated with a nic,3.283200085
turkiz,prd,turkiz-starfish-soc60-prd-001,clonepublicip897328648,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.283200085
pink,prd,pink-flamingo-m88-prd-001,idfmp-bluelily-dc-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.283200085
turkiz,dev,turkiz-key-bladeforce-dev-001,app1-ip,microsoft.network/publicipaddresses,germanywestcentral,13,not associated with a nic,3.283200085
pink,prd,pink-cyclamen-crm-prd-001,aka01ad,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.283200085
turkiz,dev,turkiz-key-bladeforce-dev-001,monster-ip,microsoft.network/publicipaddresses,germanywestcentral,13,not associated with a nic,3.283200085
turkiz,dev,turkiz-starfish-metadata-dev-001,public-ip-client1,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,3.283200085
turkiz,prd,turkiz-starfish-soc60-prd-001,clonepublicip1976282783,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.283200085
turkiz,dev,turkiz-starfish-metadata-dev-001,public-ip-client2,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,3.283200085
turkiz,dev,turkiz-starfish-paasmamram-dev-001,opendatahub-2,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,3.283200085
pink,prd,pink-flamingo-m88-prd-001,idfmp-bluelily-ca-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.283200085
turkiz,prd,turkiz-starfish-mamauthsolutions-tst-001,dc01-nic,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.283200085
turkiz,prd,turkiz-starfish-csec-prd-123,sonarqube-ng-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.283200085
turkiz,dev,turkiz-starfish-semca-dev-001,pvwa-ip,microsoft.network/publicipaddresses,eastus2,13,not associated with a nic,3.283200085
olive,dev,olive-hina-maabedetmeamnim01-dev-001,ctmaster-ip,microsoft.network/publicipaddresses,uksouth,13,not associated with a nic,3.283200085
turkiz,prd,turkiz-starfish-soc60-prd-001,devsecops-cloud-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.283200085
turkiz,dev,turkiz-key-bladeforce-dev-001,newsky-ip,microsoft.network/publicipaddresses,germanywestcentral,13,not associated with a nic,3.283200085
turkiz,dev,turkiz-key-bladeforce-dev-001,jenkins-ip,microsoft.network/publicipaddresses,uksouth,13,not associated with a nic,3.283200085
pink,prd,pink-flamingo-galatzarcive-prd-001,netappezrachitlvconn-ip298,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.283200085
turkiz,dev,turkiz-starfish-cloudlets-dev-001,david-public-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,3.277728128
turkiz,dev,turkiz-starfish-semca-dev-001,reds-servers-publicipaddress2,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.202214265
turkiz,dev,turkiz-starfish-semca-dev-001,reds-dc-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.202214265
turkiz,dev,turkiz-starfish-semca-dev-001,reds-cifsserver-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.202214265
turkiz,dev,turkiz-starfish-semca-dev-001,roy-ws-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.202214265
turkiz,dev,turkiz-starfish-semca-dev-001,team3domainserver1-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.202214265
turkiz,dev,turkiz-starfish-semca-dev-001,t3ds1023smtp-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,3.202214265
turkiz,dev,turkiz-starfish-semca-dev-001,maya-server2-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,2.298239946
turkiz,tst,turkiz-starfish-mcs-tst-003,yarden-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,2.298239946
turkiz,dev,turkiz-starfish-cloudlets-dev-001,pirate-test-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,2.298239946
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,dhcptest-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,2.298239946
turkiz,dev,turkiz-starfish-shahar-dev-001,shai-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,2.298239946
gray,prd,gray-hippo-talpi-prd-001,soccerfield-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,2.298239946
turkiz,dev,turkiz-starfish-paasmamram-dev-001,haproxy-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,2.298239946
turkiz,dev,turkiz-starfish-paasmamram-dev-001,omer1-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,2.298239946
turkiz,dev,turkiz-starfish-paasmamram-dev-001,oracle-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,2.298239946
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,ex2ip231,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,2.298239946
pink,prd,pink-flamingo-galatzarcive-prd-001,azuregw_public_ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,2.298239946
turkiz,dev,turkiz-starfish-cloudlets-dev-001,danko-devel-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,2.298239946
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,dc1ip310,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,2.298239946
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sql1-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,2.298239946
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,ex1ip496,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,2.298239946
turkiz,tst,turkiz-starfish-mcs-tst-003,agamvm-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,2.298239946
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,itay-dev2-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,2.298239946
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,vm3-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,2.298239946
