department,Environment,subscription_name,resource_identifier,resource_type,resource_location,consecutive_days,description,potential monthly savings
turkiz,dev,turkiz-starfish-cloudlets-dev-001,bigip01-mgmt-pip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,2.294409645
turkiz,dev,turkiz-starfish-cloudlets-dev-001,bigip01-self-pip0,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,2.294409645
turkiz,dev,turkiz-starfish-cloudlets-dev-001,grc-hub-w8r9g-bootstrap-pip-v4,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,2.294409645
turkiz,prd,turkiz-starfish-hak-prd-001,openshiftdemo-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,2.294409645
turkiz,dev,turkiz-starfish-cloudlets-dev-001,grc-hub-w8r9g-bootstrap-pip-v4,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,2.294409645
turkiz,dev,turkiz-starfish-cloudlets-dev-001,nvidia-test-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,2.294409645
turkiz,dev,turkiz-starfish-cloudlets-dev-001,managed-wpjzk-bootstrap-pip-v4,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,2.294409645
turkiz,dev,turkiz-starfish-cloudlets-dev-001,managed-wpjzk-bootstrap-pip-v4,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,2.294409645
turkiz,dev,turkiz-starfish-cloudlets-dev-001,bigip01-self-pip0,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,2.294409645
turkiz,prd,turkiz-starfish-hak-prd-001,openshift-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,2.294409645
turkiz,dev,turkiz-starfish-cloudlets-dev-001,bigip01-ext-pip0,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,2.294409645
turkiz,dev,turkiz-starfish-semca-dev-001,sdb-dc2-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,2.281824076
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sccmmp2-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.884556711
turkiz,tst,turkiz-starfish-mamauthsolutions-tst-001,sccmmp2-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.884556711
turkiz,prd,turkiz-starfish-soc60-prd-001,lr-vnet-ip,microsoft.network/publicipaddresses,israelcentral,13,not associated with a nic,1.761983997
turkiz,dev,turkiz-key-bladeforce-dev-001,exchange-ip,microsoft.network/publicipaddresses,northeurope,12,not associated with a nic,1.641600043
pink,prd,pink-cyclamen-crm-prd-001,aka01devad,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,maorsslave-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,jenkinsvm-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,apim-yahel-apicast-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-soc60-prd-001,clonepublicip1527752354,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,maorwin-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,maorprocess-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,sadab2-ip,microsoft.network/publicipaddresses,uksouth,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,navesip491,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-cloudlets-dev-001,sso-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
olive,dev,olive-oil-amitpatzan-dev-001,smartbasefrontendtest-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-noctacti-dev-001,snow-db-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-soc60-prd-001,nifi03-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,asgardrealm-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-jeans-lomarandcyber-dev-001,dc02publicip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cdp-base-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.641600043
turkiz,tst,turkiz-starfish-tpaas-tst-001,yum-rhel7-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,aapim-client-ip,microsoft.network/publicipaddresses,northeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,aaaaapim-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-shahar-dev-001,siren-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,apim-yahel-apicast-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,rapids-tests-v100-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,naves2-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
pink,prd,pink-cyclamen-crm-prd-001,aka01testng-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,tst,turkiz-starfish-tpaas-tst-001,yuvik-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,aaaaapim-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,aaapim-test-ip,microsoft.network/publicipaddresses,northeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cdp-base-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-clickmamram-prd-004,luzalwayson3-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,exchange-ip,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,dmz-web-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.641600043
pink,prd,pink-flamingo-galatzarcive-prd-001,netapponcommandcloudmanager-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-cloudlets-dev-001,sso-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
black,prd,black-coal-tam-prd-001,netops-node1-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,dmz-web-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.641600043
turkiz,tst,turkiz-starfish-tpaas-tst-001,yum-rhel7-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,maor-win2-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cdp-master-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-shahar-dev-001,cpr-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,aapim-client-ip,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-soc60-prd-001,nifi01-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-shahar-dev-001,cpr-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,ctf-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,aaapim-test-ip,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,1.641600043
olive,dev,olive-oil-amitpatzan-dev-001,smartbasefrontendtest-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cloudera-dev3-ip,microsoft.network/publicipaddresses,germanywestcentral,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-noctacti-dev-001,snow-db-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,maorwin-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-soc60-prd-001,nifi01-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
olive,dev,olive-hina-maabedetmeamnim01-dev-001,startrek-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,tst,turkiz-starfish-tpaas-tst-001,yum-rhel8-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
pink,prd,pink-cyclamen-crm-prd-001,aka01testng-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
pink,prd,pink-cyclamen-crm-prd-001,aka01int,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,ctf-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-jeans-lomarandcyber-dev-001,dc02publicip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-soc60-prd-001,nifi04-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-soc60-prd-001,clonepublicip1527752354,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,public-ip-tower,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,navesip491,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,tst,turkiz-starfish-tpaas-tst-001,yum-rhel8-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
olive,dev,olive-oil-amitpatzan-dev-001,projects-server-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-soc60-prd-001,nifi02-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,openshift-test-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,naves2-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cdp-worker1-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-soc60-prd-001,nifi03-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
pink,prd,pink-cyclamen-crm-prd-001,aka01devad,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cloudera-dev3-ip,microsoft.network/publicipaddresses,germanywestcentral,12,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-soc60-prd-001,nifi04-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,jenkinsvm-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cdp-master-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cloudera-dev1-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.641600043
olive,dev,olive-oil-amitpatzan-dev-001,projects-server-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,aapim-server-ip,microsoft.network/publicipaddresses,northeurope,13,not associated with a nic,1.641600043
olive,dev,olive-hina-maabedetmeamnim01-dev-001,startrek-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cdp-worker2-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.641600043
black,prd,black-coal-tam-prd-001,netops-node1-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,public-ip-tower,microsoft.network/publicipaddresses,northeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-shahar-dev-001,siren-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,maorsslave-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cdp-worker2-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.641600043
turkiz,tst,turkiz-starfish-tpaas-tst-001,k3s-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
pink,prd,pink-flamingo-galatzarcive-prd-001,netapponcommandcloudmanager-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,asgardrealm-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cloudera-dev1-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-clickmamram-prd-004,luzalwayson3-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,aapim-server-ip,microsoft.network/publicipaddresses,northeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,maorprocess-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,cdp-worker1-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.641600043
turkiz,tst,turkiz-starfish-tpaas-tst-001,yuvik-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-key-bladeforce-dev-001,sadab2-ip,microsoft.network/publicipaddresses,uksouth,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,rapids-tests-v100-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,prd,turkiz-starfish-soc60-prd-001,nifi02-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,tst,turkiz-starfish-tpaas-tst-001,k3s-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
pink,prd,pink-cyclamen-crm-prd-001,aka01int,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-metadata-dev-001,openshift-test-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-hafala-dev-001,maor-win2-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.641600043
turkiz,dev,turkiz-starfish-cloudlets-dev-001,devel-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.638864064
turkiz,dev,turkiz-starfish-cloudlets-dev-001,devel-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.638864064
turkiz,dev,turkiz-starfish-cloudlets-dev-001,snirtowerip701,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.638864064
turkiz,dev,turkiz-starfish-cloudlets-dev-001,vmishania,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.638864064
turkiz,dev,turkiz-starfish-cloudlets-dev-001,snirtowerip701,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.638864064
turkiz,dev,turkiz-starfish-cloudlets-dev-001,dns-ocp4.9-ip,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.638864064
turkiz,dev,turkiz-starfish-cloudlets-dev-001,vmishania,microsoft.network/publicipaddresses,eastus,12,not associated with a nic,1.638864064
turkiz,dev,turkiz-starfish-cloudlets-dev-001,dns-ocp4.9-ip,microsoft.network/publicipaddresses,eastus,13,not associated with a nic,1.638864064
turkiz,dev,turkiz-starfish-semca-dev-001,testvm2-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.601107132
turkiz,dev,turkiz-starfish-semca-dev-001,testvm4-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.601107132
turkiz,dev,turkiz-starfish-semca-dev-001,testvm-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.601107132
turkiz,dev,turkiz-starfish-semca-dev-001,testvm-ip,microsoft.network/publicipaddresses,westeurope,12,not associated with a nic,1.601107132
turkiz,dev,turkiz-starfish-semca-dev-001,testvm2-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.601107132
turkiz,dev,turkiz-starfish-semca-dev-001,testvm4-ip,microsoft.network/publicipaddresses,westeurope,13,not associated with a nic,1.601107132
